lon,lat,d,st
-118.5943,33.9081,1,CA
-117.8578,33.9851,1,CA
-118.4640,34.3406,1,CA
-118.3068,33.7390,1,CA
-117.9319,34.2708,0,CA
-118.6423,34.0883,0,CA
-117.9694,33.8252,0,CA
-118.2512,34.3961,0,CA
-118.5090,33.8172,0,CA
-117.8466,34.0999,0,CA
-118.5659,34.2622,1,CA
-118.1676,33.7398,0,CA
-118.0353,34.3481,1,CA
-118.6292,33.9735,1,CA
-117.8854,33.9174,1,CA
-118.3883,34.3751,1,CA
-118.3908,33.7559,1,CA
-117.8838,34.2113,1,CA
-118.6293,34.1592,1,CA
-118.0368,33.7803,0,CA
-118.1648,34.3915,1,CA
-118.5690,33.8689,0,CA
-117.8445,34.0282,2,CA
-118.5089,34.3163,0,CA
-118.2538,33.7318,0,CA
-117.9652,34.3057,2,CA
-118.6463,34.0439,1,CA
-117.9303,33.8558,1,CA
-118.3050,34.3954,1,CA
-118.4688,33.7876,1,CA
-117.8520,34.1443,1,CA
-118.5980,34.2264,1,CA
-118.1147,33.7482,1,CA
-118.0811,34.3715,1,CA
-118.6144,33.9305,0,CA
-117.8612,33.9573,0,CA
-118.4387,34.3592,0,CA
-118.3406,33.7394,0,CA
-117.9074,34.2516,0,CA
-118.6448,34.1163,0,CA
-117.9904,33.8033,0,CA
-118.2178,34.4005,0,CA
-118.5372,33.8326,1,CA
-117.8384,34.0727,0,CA
-118.5498,34.2869,1,CA
-118.1997,33.7306,1,CA
-118.0042,34.3370,0,CA
-118.6430,33.9991,0,CA
-117.8961,33.8907,0,CA
-118.3587,34.3888,0,CA
-118.4238,33.7624,0,CA
-117.8648,34.1880,0,CA
-118.6243,34.1870,0,CA
-118.0632,33.7625,0,CA
-118.1309,34.3898,0,CA
-118.5927,33.8892,0,CA
-117.8436,34.0000,0,CA
-118.4866,34.3376,0,CA
-118.2877,33.7286,0,CA
-117.9376,34.2892,0,CA
-118.6532,34.0716,0,CA
-117.9478,33.8315,0,CA
-118.2723,34.4035,0,CA
-118.4995,33.7999,0,CA
-117.8395,34.1180,1,CA
-118.5858,34.2528,2,CA
-118.1453,33.7355,1,CA
-118.0483,34.3638,0,CA
-118.6323,33.9546,2,CA
-117.8677,33.9295,0,CA
-118.4112,34.3761,1,CA
-118.3746,33.7423,0,CA
-117.8847,34.2303,0,CA
-118.6442,34.1447,0,CA
-118.0140,33.7827,1,CA
-118.1836,34.4025,0,CA
-118.5641,33.8503,1,CA
-117.8329,34.0446,1,CA
-118.5308,34.3106,0,CA
-118.2330,33.7237,0,CA
-117.9739,34.3234,0,CA
-118.6542,34.0260,0,CA
-117.9098,33.8645,0,CA
-118.3272,34.4004,0,CA
-118.4565,33.7714,0,CA
-117.8480,34.1631,0,CA
-118.6163,34.2148,0,CA
-118.0917,33.7465,0,CA
-118.0968,34.3856,0,CA
-118.6144,33.9114,0,CA
-117.8457,33.9714,0,CA
-118.4617,34.3575,0,CA
-118.3222,33.7278,0,CA
-117.9115,34.2704,0,CA
-118.6571,34.1001,0,CA
-117.9681,33.8083,0,CA
-118.2384,34.4093,0,CA
-118.5292,33.8147,0,CA
-117.8296,34.0905,0,CA
-118.5707,34.2786,0,CA
-118.1775,33.7250,0,CA
-118.0159,34.3535,0,CA
-118.6478,33.9803,0,CA
-117.8773,33.9018,0,CA
-118.3817,34.3911,0,CA
-118.4087,33.7478,0,CA
-117.8640,34.2072,0,CA
-118.6406,34.1733,0,CA
-118.0400,33.7636,0,CA
-118.1488,34.4020,0,CA
-118.5894,33.8701,0,CA
-117.8305,34.0159,0,CA
-118.5092,34.3332,0,CA
-118.2674,33.7192,1,CA
-117.9449,34.3075,1,CA
-118.6627,34.0541,1,CA
-117.9264,33.8391,0,CA
-118.2942,34.4098,0,CA
-118.4885,33.7830,0,CA
-117.8338,34.1367,1,CA
-118.6053,34.2422,0,CA
-118.1223,33.7325,0,CA
-118.0628,34.3789,0,CA
-118.6340,33.9354,0,CA
-117.8508,33.9428,0,CA
-118.4346,34.3757,0,CA
-118.3571,33.7296,0,CA
-117.8871,34.2496,0,CA
-118.6580,34.1291,0,CA
-117.9911,33.7864,0,CA
-118.2035,34.4126,0,CA
-118.5576,33.8317,0,CA
-117.8226,34.0620,0,CA
-118.5526,34.3036,0,CA
-118.2112,33.7167,0,CA
-117.9843,34.3408,0,CA
-118.6608,34.0074,0,CA
-117.8898,33.8746,0,CA
-118.3502,34.4042,0,CA
-118.4426,33.7558,2,CA
-117.8456,34.1824,0,CA
-118.6339,34.2019,0,CA
-118.0683,33.7462,0,CA
-118.1137,34.3990,0,CA
-118.6128,33.8920,0,CA
-117.8311,33.9866,0,CA
-118.4849,34.3544,0,CA
-118.3026,33.7171,0,CA
-117.9172,34.2893,0,CA
-118.6682,34.0830,0,CA
-117.9459,33.8147,0,CA
-118.2599,34.4169,0,CA
-118.5196,33.7969,0,CA
-117.8223,34.1089,0,CA
-118.5912,34.2691,0,CA
-118.1546,33.7205,0,CA
-118.0291,34.3696,0,CA
-118.6512,33.9611,0,CA
-117.8591,33.9142,0,CA
-118.4052,34.3922,0,CA
-118.3922,33.7339,0,CA
-117.8648,34.2267,0,CA
-118.6559,34.1585,0,CA
-118.0166,33.7659,0,CA
-118.1680,34.4133,0,CA
-118.5845,33.8510,0,CA
-117.8186,34.0327,0,CA
-118.5317,34.3274,0,CA
-118.2461,33.7108,0,CA
-117.9538,34.3256,0,CA
-118.6709,34.0357,0,CA
-117.9054,33.8481,0,CA
-118.3170,34.4150,0,CA
-118.4759,33.7664,0,CA
-117.8296,34.1559,0,CA
-118.6241,34.2304,0,CA
-118.0987,33.7307,0,CA
-118.0787,34.3934,0,CA
-118.6340,33.9158,1,CA
-117.8348,33.9572,1,CA
-118.4581,34.3741,1,CA
-118.3384,33.7176,1,CA
-117.8912,34.2689,1,CA
-118.6708,34.1125,1,CA
-117.9682,33.7915,1,CA
-118.2246,34.4216,1,CA
-118.5495,33.8133,1,CA
-117.8136,34.0801,1,CA
-118.5741,34.2952,0,CA
-118.1886,33.7108,1,CA
-117.9962,34.3578,1,CA
-118.6658,33.9882,1,CA
-117.8704,33.8860,1,CA
-118.3738,34.4066,1,CA
-118.4272,33.7408,1,CA
-117.8446,34.2020,1,CA
-118.6506,34.1879,1,CA
-118.0446,33.7472,1,CA
-118.1321,34.4116,1,CA
-118.6095,33.8725,1,CA
-117.8176,34.0029,1,CA
-118.5081,34.3500,1,CA
-118.2819,33.7074,1,CA
-117.9246,34.3080,0,CA
-118.6781,34.0650,0,CA
-117.9240,33.8224,0,CA
-118.2824,34.4235,1,CA
-118.5083,33.7795,0,CA
-117.8163,34.1281,1,CA
-118.6112,34.2583,2,CA
-118.1311,33.7173,1,CA
-118.0439,34.3851,0,CA
-118.6530,33.9413,0,CA
-117.8417,33.9277,2,CA
-118.4291,34.3919,2,CA
-118.3744,33.7207,0,CA
-117.8672,34.2464,1,CA
-118.6702,34.1426,1,CA
-117.9931,33.7697,1,CA
-118.1884,34.4237,2,CA
-118.5779,33.8320,0,CA
-117.8078,34.0504,1,CA
-118.5541,34.3204,0,CA
-118.2238,33.7035,1,CA
-117.9643,34.3434,0,CA
-118.6777,34.0167,0,CA
-117.8849,33.8583,0,CA
-118.3405,34.4189,0,CA
-118.4617,33.7503,0,CA
-117.8269,34.1757,0,CA
-118.6422,34.2173,1,CA
-118.0747,33.7302,1,CA
-118.0960,34.4071,1,CA
-118.6325,33.8959,1,CA
-117.8197,33.9727,1,CA
-118.4819,34.3710,1,CA
-118.3184,33.7065,0,CA
-117.8970,34.2882,1,CA
-118.6823,34.0951,3,CA
-117.9454,33.7979,1,CA
-118.2466,34.4296,2,CA
-118.5397,33.7951,1,CA
-117.8059,34.0990,1,CA
-118.5952,34.2856,1,CA
-118.1651,33.7062,1,CA
-118.0097,34.3743,0,CA
-118.6694,33.9685,1,CA
-117.8517,33.8985,1,CA
-118.3978,34.4078,1,CA
-118.4104,33.7265,1,CA
-117.8453,34.2220,1,CA
-118.6664,34.1728,1,CA
-118.0206,33.7495,1,CA
-118.1516,34.4233,1,CA
-118.6046,33.8529,0,CA
-117.8052,34.0201,2,CA
-118.5313,34.3442,0,CA
-118.2601,33.6987,0,CA
-117.9335,34.3266,0,CA
-118.6867,34.0463,1,CA
-117.9024,33.8315,0,CA
-118.3057,34.4289,0,CA
-118.4956,33.7625,0,CA
-117.8119,34.1478,0,CA
-118.6305,34.2463,0,CA
-118.1070,33.7154,0,CA
-118.0601,34.4001,0,CA
-118.6532,33.9212,0,CA
-117.8251,33.9424,0,CA
-118.4532,34.3903,2,CA
-118.3553,33.7084,0,CA
-117.8712,34.2662,0,CA
-118.6834,34.1257,1,CA
-117.9696,33.7747,1,CA
-118.2098,34.4331,2,CA
-118.5697,33.8130,0,CA
-117.7984,34.0690,1,CA
-118.5762,34.3119,1,CA
-118.2006,33.6974,1,CA
-117.9763,34.3609,0,CA
-118.6831,33.9970,1,CA
-117.8649,33.8698,1,CA
-118.3647,34.4216,0,CA
-118.4461,33.7349,0,CA
-117.8258,34.1958,0,CA
-118.6594,34.2030,0,CA
-118.0504,33.7311,0,CA
-118.1147,34.4201,0,CA
-118.6293,33.8759,0,CA
-117.8058,33.9893,0,CA
-118.5057,34.3667,0,CA
-118.2972,33.6965,0,CA
-117.9043,34.3075,0,CA
-118.6926,34.0767,0,CA
-117.9229,33.8057,0,CA
-118.2696,34.4365,0,CA
-118.5284,33.7771,0,CA
-117.7996,34.1186,0,CA
-118.6157,34.2747,0,CA
-118.1410,33.7027,0,CA
-118.0247,34.3903,0,CA
-118.6714,33.9483,0,CA
-117.8337,33.9123,0,CA
-118.4223,34.4077,0,CA
-118.3923,33.7128,0,CA
-117.8476,34.2422,0,CA
-118.6812,34.1566,0,CA
-117.9965,33.7531,0,CA
-118.1724,34.4341,0,CA
-118.5981,33.8333,0,CA
-117.7941,34.0382,0,CA
-118.5542,34.3371,0,CA
-118.2374,33.6911,0,CA
-117.9441,34.3450,1,CA
-118.6938,34.0268,1,CA
-117.8813,33.8418,1,CA
-118.3298,34.4331,1,CA
-118.4813,33.7459,0,CA
-117.8089,34.1680,0,CA
-118.6492,34.2330,1,CA
-118.0824,33.7147,1,CA
-118.0777,34.4143,1,CA
-118.6518,33.9009,1,CA
-117.8096,33.9582,1,CA
-118.4776,34.3874,0,CA
-118.3349,33.6969,0,CA
-117.8769,34.2861,1,CA
-118.6954,34.1079,1,CA
-117.9462,33.7812,1,CA
-118.2323,34.4415,1,CA
-118.5599,33.7943,1,CA
-117.7904,34.0883,0,CA
-118.5979,34.3022,1,CA
-118.1767,33.6924,1,CA
-117.9899,34.3780,1,CA
-118.6869,33.9768,1,CA
-117.8456,33.8826,1,CA
-118.3893,34.4230,1,CA
-118.4291,33.7200,1,CA
-117.8263,34.2163,1,CA
-118.6758,34.1877,1,CA
-118.0258,33.7333,0,CA
-118.1346,34.4323,1,CA
-118.6245,33.8558,1,CA
-117.7929,34.0068,1,CA
-118.5295,34.3609,1,CA
-118.2750,33.6874,1,CA
-117.9133,34.3266,1,CA
-118.7016,34.0576,0,CA
-117.9007,33.8148,0,CA
-118.2934,34.4422,1,CA
-118.5155,33.7596,1,CA
-117.7948,34.1388,1,CA
-118.6357,34.2625,1,CA
-118.1164,33.7005,1,CA
-118.0411,34.4058,1,CA
-118.6719,33.9277,1,CA
-117.8166,33.9272,1,CA
-118.4471,34.4063,1,CA
-118.3728,33.7000,1,CA
-117.8515,34.2626,0,CA
-118.6949,34.1395,2,CA
-117.9724,33.7581,0,CA
-118.1943,34.4439,0,CA
-118.5899,33.8138,0,CA
-117.7842,34.0571,0,CA
-118.5769,34.3287,0,CA
-118.2137,33.6846,0,CA
-117.9563,34.3630,0,CA
-118.6996,34.0067,0,CA
-117.8607,33.8534,2,CA
-118.3544,34.4361,1,CA
-118.4655,33.7299,1,CA
-117.8075,34.1886,1,CA
-118.6670,34.2186,1,CA
-118.0575,33.7154,0,CA
-118.0966,34.4278,0,CA
-118.6488,33.8804,0,CA
-117.7950,33.9750,0,CA
-118.5020,34.3831,0,CA
-118.3134,33.6864,0,CA
-117.8842,34.3059,0,CA
-118.7061,34.0892,0,CA
-117.9231,33.7889,1,CA
-118.2558,34.4487,1,CA
-118.5486,33.7758,0,CA
-117.7837,34.1083,1,CA
-118.6191,34.2912,0,CA
-118.1521,33.6887,0,CA
-118.0051,34.3945,0,CA
-118.6893,33.9562,0,CA
-117.8270,33.8965,0,CA
-118.4144,34.4232,0,CA
-118.4107,33.7059,0,CA
-117.8284,34.2370,0,CA
-118.6911,34.1712,0,CA
-118.0011,33.7368,1,CA
-118.1557,34.4435,0,CA
-118.6181,33.8357,0,CA
-117.7812,34.0252,0,CA
-118.5531,34.3539,0,CA
-118.2519,33.6794,1,CA
-117.9239,34.3455,1,CA
-118.7092,34.0377,4,CA
-117.8789,33.8252,4,CA
-118.3179,34.4467,4,CA
-118.5011,33.7425,4,CA
-117.7916,34.1594,4,CA
-118.6550,34.2491,4,CA
-118.0912,33.6996,4,CA
-118.0589,34.4205,4,CA
-118.6707,33.9069,4,CA
-117.8005,33.9432,4,CA
-118.4721,34.4035,4,CA
-118.3522,33.6881,4,CA
-117.8570,34.2829,2,CA
-118.7074,34.1213,4,CA
-117.9483,33.7645,2,CA
-118.2172,34.4526,4,CA
-118.5802,33.7946,4,CA
-117.7757,34.0768,4,CA
-118.5993,34.3189,4,CA
-118.1893,33.6793,4,CA
-117.9699,34.3806,4,CA
-118.7038,33.9861,4,CA
-117.8407,33.8663,4,CA
-118.3796,34.4378,4,CA
-118.4483,33.7146,4,CA
-117.8077,34.2096,4,CA
-118.6840,34.2030,4,CA
-118.0323,33.7174,0,CA
-118.1169,34.4404,1,CA
-118.6442,33.8597,0,CA
-117.7816,33.9928,0,CA
-118.5264,34.3775,2,CA
-118.2908,33.6768,2,CA
-117.8931,34.3256,3,CA
-118.7156,34.0697,0,CA
-117.9002,33.7980,0,CA
-118.2800,34.4548,0,CA
-118.5356,33.7577,0,CA
-117.7785,34.1289,1,CA
-118.6397,34.2789,1,CA
-118.1269,33.6862,1,CA
-118.0216,34.4104,1,CA
-118.6900,33.9351,0,CA
-117.8093,33.9116,0,CA
-118.4397,34.4219,0,CA
-118.3910,33.6926,0,CA
-117.8320,34.2578,0,CA
-118.7054,34.1538,0,CA
-117.9763,33.7417,1,CA
-118.1779,34.4538,1,CA
-118.6101,33.8157,1,CA
-117.7709,34.0445,0,CA
-118.5765,34.3455,2,CA
-118.2278,33.6725,1,CA
-117.9360,34.3641,1,CA
-118.7153,34.0173,1,CA
-117.8576,33.8369,1,CA
-118.3431,34.4500,1,CA
-118.4852,33.7260,1,CA
-117.7898,34.1805,1,CA
-118.6735,34.2345,1,CA
-118.0657,33.7001,1,CA
-118.0781,34.4345,1,CA
-118.6680,33.8858,0,CA
-117.7854,33.9603,1,CA
-118.4971,34.3994,1,CA
-118.3303,33.6771,1,CA
-117.8642,34.3033,1,CA
-118.7187,34.1023,1,CA
-117.9245,33.7722,0,CA
-118.2411,34.4603,0,CA
-118.5688,33.7755,0,CA
-117.7685,34.0971,1,CA
-118.6211,34.3079,0,CA
-118.1642,33.6752,0,CA
-117.9852,34.3977,0,CA
-118.7065,33.9650,4,CA
-117.8215,33.8804,4,CA
-118.4053,34.4382,4,CA
-118.4297,33.6999,4,CA
-117.8095,34.2308,4,CA
-118.6999,34.1864,4,CA
-118.0069,33.7207,4,CA
-118.1383,34.4521,4,CA
-118.6380,33.8391,4,CA
-117.7694,34.0116,0,CA
-118.5507,34.3705,0,CA
-118.2672,33.6684,0,CA
-117.9036,34.3450,0,CA
-118.7237,34.0495,0,CA
-117.8777,33.8084,0,CA
-118.3051,34.4597,0,CA
-118.5211,33.7401,1,CA
-117.7748,34.1500,0,CA
-118.6596,34.2654,0,CA
-118.1012,33.6850,1,CA
-118.0396,34.4257,1,CA
-118.6892,33.9138,1,CA
-117.7925,33.9278,2,CA
-118.4653,34.4194,0,CA
-118.3700,33.6802,1,CA
-117.8374,34.2788,0,CA
-118.7185,34.1354,0,CA
-117.9517,33.7479,0,CA
-118.2012,34.4630,0,CA
-118.6004,33.7959,2,CA
-117.7618,34.0645,0,CA
-118.5995,34.3357,1,CA
-118.2029,33.6668,0,CA
-117.9498,34.3822,0,CA
-118.7200,33.9962,0,CA
-117.8370,33.8498,0,CA
-118.3689,34.4520,3,CA
-118.4678,33.7101,0,CA
-117.7897,34.2020,2,CA
-118.6911,34.2188,2,CA
-118.0399,33.7018,0,CA
-118.0985,34.4476,0,CA
-118.6636,33.8647,0,CA
-117.7713,33.9783,0,CA
-118.5222,34.3939,0,CA
-118.3074,33.6671,2,CA
-117.8730,34.3235,0,CA
-118.7287,34.0825,0,CA
-117.9010,33.7812,0,CA
-118.2658,34.4668,0,CA
-118.5559,33.7569,0,CA
-117.7629,34.1181,1,CA
-118.6424,34.2956,0,CA
-118.1384,33.6724,0,CA
-118.0018,34.4142,0,CA
-118.7076,33.9435,0,CA
-117.8031,33.8956,1,CA
-118.4312,34.4372,0,CA
-118.4097,33.6861,2,CA
-117.8129,34.2522,0,CA
-118.7148,34.1687,0,CA
-117.9815,33.7254,0,CA
-118.1609,34.4628,0,CA
-118.6301,33.8185,0,CA
-117.7584,34.0311,0,CA
-118.5748,34.3622,0,CA
-118.2427,33.6611,0,CA
-117.9157,34.3641,0,CA
-118.7303,34.0286,0,CA
-117.8558,33.8201,0,CA
-118.3308,34.4634,0,CA
-118.5052,33.7230,0,CA
-117.7727,34.1715,0,CA
-118.6788,34.2507,0,CA
-118.0750,33.6851,0,CA
-118.0590,34.4402,0,CA
-118.6868,33.8922,0,CA
-117.7767,33.9451,0,CA
-118.4910,34.4155,0,CA
-118.3479,33.6687,0,CA
-117.8443,34.2996,0,CA
-118.7304,34.1161,0,CA
-117.9271,33.7555,0,CA
-118.2255,34.4711,0,CA
-118.5891,33.7763,1,CA
-117.7542,34.0852,0,CA
-118.6220,34.3247,0,CA
-118.1772,33.6623,0,CA
-117.9650,34.3999,2,CA
-118.7231,33.9746,0,CA
-117.8171,33.8639,0,CA
-118.3951,34.4527,0,CA
-118.4491,33.6949,0,CA
-117.7911,34.2237,0,CA
-118.7077,34.2019,0,CA
-118.0139,33.7049,0,CA
-118.1202,34.4598,0,CA
-118.6576,33.8435,0,CA
-117.7585,33.9973,0,CA
-118.5471,34.3871,0,CA
-118.2834,33.6582,1,CA
-117.8834,34.3435,0,CA
-118.7374,34.0619,0,CA
-117.8778,33.7916,0,CA
-118.2913,34.4721,0,CA
-118.5414,33.7387,0,CA
-117.7587,34.1397,0,CA
-118.6631,34.2820,0,CA
-118.1122,33.6708,1,CA
-118.0200,34.4300,0,CA
-118.7072,33.9216,0,CA
-117.7857,33.9119,0,CA
-118.4574,34.4349,0,CA
-118.3885,33.6731,1,CA
-117.8180,34.2736,0,CA
-118.7286,34.1500,0,CA
-117.9562,33.7315,2,CA
-118.1845,34.4726,0,CA
-118.6206,33.7982,0,CA
-117.7488,34.0515,0,CA
-118.5985,34.3526,2,CA
-118.2174,33.6549,0,CA
-117.9294,34.3828,2,CA
-118.7355,34.0071,0,CA
-117.8345,33.8330,0,CA
-118.3571,34.4658,0,CA
-118.4877,33.7066,1,CA
-117.7721,34.1934,0,CA
-118.6970,34.2349,0,CA
-118.0486,33.6866,0,CA
-118.0797,34.4539,0,CA
-118.6827,33.8706,0,CA
-117.7621,33.9633,1,CA
-118.5167,34.4102,0,CA
-118.3246,33.6582,0,CA
-117.8529,34.3204,0,CA
-118.7410,34.0960,0,CA
-117.9029,33.7644,0,CA
-118.2506,34.4781,4,CA
-118.5763,33.7571,4,CA
-117.7480,34.1066,4,CA
-118.6440,34.3124,4,CA
-118.1510,33.6591,4,CA
-117.9817,34.4169,4,CA
-118.7247,33.9527,4,CA
-117.7980,33.8792,4,CA
-118.4216,34.4521,4,CA
-118.4289,33.6805,4,CA
-117.7942,34.2455,2,CA
-118.7232,34.1841,4,CA
-117.9879,33.7094,4,CA
-118.1431,34.4711,4,CA
-118.6499,33.8224,4,CA
-117.7469,34.0172,4,CA
-118.5719,34.3789,4,CA
-118.2585,33.6504,4,CA
-117.8954,34.3632,4,CA
-118.7446,34.0407,4,CA
-117.8552,33.8032,0,CA
-118.3175,34.4762,0,CA
-118.5254,33.7210,1,CA
-117.7561,34.1616,2,CA
-118.6829,34.2673,1,CA
-118.0855,33.6706,0,CA
-118.0395,34.4451,1,CA
-118.7051,33.8996,1,CA
-117.7692,33.9294,1,CA
-118.4838,34.4313,1,CA
-118.3661,33.6611,0,CA
-117.8247,34.2950,1,CA
-118.7411,34.1305,0,CA
-117.9310,33.7389,1,CA
-118.2091,34.4812,1,CA
-118.6094,33.7780,1,CA
-117.7406,34.0726,1,CA
-118.6217,34.3416,1,CA
-118.1913,33.6500,2,CA
-117.9446,34.4011,0,CA
-118.7391,33.9851,1,CA
-117.8139,33.8472,1,CA
-118.3838,34.4668,0,CA
-118.4689,33.6908,0,CA
-117.7732,34.2156,0,CA
-118.7143,34.2179,1,CA
-118.0220,33.6894,1,CA
-118.1016,34.4667,0,CA
-118.6769,33.8489,1,CA
-117.7486,33.9825,1,CA
-118.5424,34.4036,1,CA
-118.3003,33.6487,1,CA
-117.8632,34.3410,1,CA
-118.7502,34.0751,0,CA
-117.8791,33.7747,1,CA
-118.2766,34.4839,2,CA
-118.5618,33.7383,0,CA
-117.7433,34.1285,1,CA
-118.6654,34.2988,1,CA
-118.1242,33.6571,2,CA
-117.9999,34.4334,1,CA
-118.7247,33.9304,1,CA
-117.7799,33.8957,1,CA
-118.4485,34.4501,0,CA
-118.4076,33.6670,2,CA
-117.7989,34.2675,0,CA
-118.7377,34.1652,0,CA
-117.9619,33.7152,1,CA
-118.1670,34.4814,1,CA
-118.6406,33.8014,0,CA
-117.7367,34.0379,0,CA
-118.5963,34.3694,0,CA
-118.2327,33.6438,0,CA
-117.9090,34.3825,2,CA
-118.7503,34.0188,1,CA
-117.8331,33.8161,1,CA
-118.3443,34.4790,2,CA
-118.5079,33.7040,0,CA
-117.7551,34.1840,1,CA
-118.7019,34.2513,0,CA
-118.0585,33.6717,0,CA
-118.0603,34.4594,0,CA
-118.7014,33.8774,1,CA
-117.7538,33.9478,0,CA
-118.5102,34.4263,0,CA
-118.3426,33.6500,0,CA
-117.8331,34.3164,0,CA
-118.7524,34.1101,0,CA
-117.9061,33.7477,1,CA
-118.2347,34.4887,0,CA
-118.5967,33.7582,0,CA
-117.7339,34.0943,0,CA
-118.6444,34.3294,0,CA
-118.1645,33.6463,1,CA
-117.9614,34.4187,0,CA
-118.7412,33.9627,0,CA
-117.7941,33.8626,0,CA
-118.4110,34.4666,0,CA
-118.4486,33.6758,0,CA
-117.7759,34.2380,0,CA
-118.7306,34.1999,0,CA
-117.9953,33.6936,2,CA
-118.1247,34.4786,0,CA
-118.6696,33.8272,0,CA
-117.7364,34.0027,0,CA
-118.5678,34.3956,0,CA
-118.2750,33.6404,0,CA
-117.8750,34.3613,0,CA
-118.7580,34.0535,0,CA
-117.8557,33.7862,0,CA
-118.3033,34.4884,0,CA
-118.5459,33.7200,0,CA
-117.7402,34.1510,0,CA
-118.6859,34.2841,0,CA
-118.0969,33.6565,0,CA
-118.0195,34.4491,0,CA
-118.7230,33.9078,0,CA
-117.7627,33.9132,0,CA
-118.4754,34.4468,1,CA
-118.3849,33.6543,0,CA
-117.8053,34.2895,0,CA
-118.7509,34.1454,1,CA
-117.9360,33.7224,0,CA
-118.1920,34.4905,1,CA
-118.6297,33.7807,1,CA
-117.7279,34.0593,2,CA
-118.6202,34.3586,1,CA
-118.2062,33.6383,0,CA
-117.9241,34.4013,1,CA
-118.7545,33.9964,1,CA
-117.8118,33.8303,0,CA
-118.3716,34.4805,1,CA
-118.4890,33.6876,0,CA
-117.7557,34.2067,0,CA
-118.7199,34.2343,0,CA
-118.0313,33.6742,0,CA
-118.0824,34.4728,0,CA
-118.6960,33.8551,0,CA
-117.7397,33.9672,0,CA
-118.5365,34.4199,0,CA
-118.3180,33.6400,0,CA
-117.8431,34.3375,0,CA
-118.7622,34.0889,0,CA
-117.8815,33.7578,0,CA
-118.2610,34.4950,0,CA
-118.5824,33.7388,0,CA
-117.7286,34.1167,1,CA
-118.6665,34.3158,1,CA
-118.1372,33.6440,1,CA
-117.9796,34.4358,1,CA
-118.7417,33.9400,0,CA
-117.7752,33.8791,0,CA
-118.4384,34.4650,0,CA
-118.4271,33.6616,0,CA
-117.7802,34.2605,0,CA
-118.7458,34.1809,0,CA
-117.9687,33.6991,0,CA
-118.1489,34.4894,0,CA
-118.6605,33.8056,1,CA
-117.7255,34.0236,0,CA
-118.5929,34.3862,0,CA
-118.2489,33.6332,0,CA
-117.8885,34.3812,0,CA
-118.7643,34.0313,0,CA
-117.8329,33.7991,0,CA
-118.3305,34.4917,0,CA
-118.5284,33.7023,1,CA
-117.7386,34.1738,1,CA
-118.7057,34.2681,1,CA
-118.0694,33.6573,0,CA
-118.0405,34.4640,2,CA
-118.7197,33.8851,1,CA
-117.7466,33.9318,1,CA
-118.5025,34.4421,1,CA
-118.3611,33.6427,1,CA
-117.8134,34.3114,0,CA
-118.7628,34.1248,1,CA
-117.9103,33.7310,0,CA
-118.2179,34.4986,0,CA
-118.6171,33.7603,0,CA
-117.7205,34.0814,2,CA
-118.6437,34.3464,0,CA
-118.1789,33.6342,0,CA
-117.9408,34.4196,0,CA
-118.7571,33.9736,0,CA
-117.7912,33.8457,1,CA
-118.3993,34.4806,1,CA
-118.4687,33.6720,0,CA
-117.7579,34.2296,0,CA
-118.7370,34.2161,0,CA
-118.0039,33.6781,0,CA
-118.1057,34.4852,0,CA
-118.6890,33.8329,0,CA
-117.7267,33.9876,0,CA
-118.5626,34.4121,0,CA
-118.2924,33.6311,0,CA
-117.8547,34.3584,0,CA
-118.7707,34.0670,1,CA
-117.8574,33.7692,0,CA
-118.2881,34.5000,0,CA
-118.5665,33.7199,0,CA
-117.7249,34.1395,0,CA
-118.6879,34.3011,1,CA
-118.1094,33.6429,1,CA
-117.9992,34.4521,1,CA
-118.7405,33.9169,0,CA
-117.7573,33.8968,2,CA
-118.4660,34.4620,1,CA
-118.4043,33.6484,1,CA
-117.7862,34.2830,1,CA
-118.7597,34.1609,0,CA
-117.9421,33.7061,0,CA
-118.1742,34.4992,0,CA
-118.6498,33.7843,1,CA
-117.7160,34.0453,1,CA
-118.6176,34.3755,1,CA
-118.2219,33.6273,1,CA
-117.9035,34.4007,1,CA
-118.7691,34.0085,1,CA
-117.8108,33.8132,0,CA
-118.3584,34.4936,0,CA
-118.5095,33.6853,0,CA
-117.7387,34.1969,0,CA
-118.7245,34.2510,0,CA
-118.0415,33.6594,0,CA
-118.0627,34.4780,0,CA
-118.7148,33.8623,0,CA
-117.7317,33.9514,0,CA
-118.5294,34.4360,0,CA
-118.3363,33.6321,0,CA
-117.8231,34.3331,0,CA
-118.7734,34.1033,0,CA
-117.8850,33.7409,0,CA
-118.2447,34.5054,0,CA
-118.6030,33.7403,1,CA
-117.7146,34.1041,0,CA
-118.6665,34.3330,0,CA
-118.1511,33.6313,0,CA
-117.9590,34.4373,0,CA
-118.7581,33.9504,0,CA
-117.7716,33.8622,0,CA
-118.4273,34.4794,0,CA
-118.4471,33.6572,1,CA
-117.7618,34.2526,0,CA
-118.7528,34.1970,1,CA
-117.9766,33.6833,0,CA
-118.1302,34.4967,0,CA
-118.6803,33.8108,0,CA
-117.7151,34.0088,0,CA
-118.5884,34.4030,0,CA
-118.2658,33.6234,0,CA
-117.8679,34.3789,0,CA
-118.7776,34.0444,0,CA
-117.8338,33.7820,1,CA
-118.3159,34.5038,1,CA
-118.5491,33.7016,1,CA
-117.7228,34.1627,2,CA
